trip_id,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,user_id,trip_cancelled,flight_spend_before_discount_usd,fare_per_seat_usd
513933-f5a4e79f91f44a238ce374975ba38c89,YKZ,calgary,YYC,1,True,2023-06-18 07:00:00,2023-06-22 07:00:00,0,Air Canada,51.114,-114.02,487.8,513933,False,487.8,487.8
513953-eb973a10d87b411686d99068591eaa11,TCM,los angeles,LSQ,1,True,2023-01-15 12:00:00,2023-01-18 12:00:00,0,United Airlines,33.942,-118.408,261.42,513953,False,261.42,261.42
513956-4928524741f8408789ff747ab7c8060f,YVR,nashville,BNA,1,True,2023-01-15 10:00:00,2023-01-16 10:00:00,0,Allegiant Air,36.124,-86.678,587.47,513956,False,587.47,587.47
513956-6c9f7acda0bc4e11839b1ed19e922472,YVR,new york,JFK,1,True,2023-02-09 07:00:00,2023-02-11 07:00:00,0,Delta Air Lines,40.64,-73.779,756.54,513956,False,756.54,756.54
513956-888e066de06b4df68156e346d1214117,YVR,hamilton,YHM,1,True,2023-03-23 16:00:00,2023-03-26 16:00:00,1,WestJet,43.173,-79.935,617.41,513956,False,617.41,617.41
513956-943db46b291d4002b7d19ddb3498ef9e,YVR,san francisco,SFO,1,True,2023-01-30 07:00:00,2023-02-01 07:00:00,1,United Airlines,37.619,-122.375,209.95,513956,False,209.95,209.95
513964-3e654a7e0bd74a6d8baddd3e14b9d064,COS,houston,HOU,1,True,2023-04-14 08:00:00,2023-04-16 08:00:00,1,Southwest Airlines,29.607,-95.159,241.0,513964,False,241.0,241.0
513964-53830381d1bd43d2a05b4126c6516288,COS,new york,JFK,1,True,2023-01-16 07:00:00,2023-01-19 07:00:00,0,United Airlines,40.64,-73.779,474.7,513964,False,474.7,474.7
513964-832b8b9d90a74ff2af854a4529a24f35,COS,new york,LGA,1,True,2023-03-24 14:00:00,2023-03-27 14:00:00,0,Delta Air Lines,40.64,-73.779,448.61,513964,False,448.61,448.61
513964-872f922b1e304ec1af4a39821b2caae8,COS,memphis,MEM,1,True,2023-01-30 07:00:00,2023-02-01 07:00:00,1,American Airlines,35.042,-89.977,240.13,513964,False,240.13,240.13
513964-b58b7fa1f85c49c785cc21a6550d5045,COS,chicago,UGN,1,True,2023-03-12 07:00:00,2023-03-12 07:00:00,0,Delta Air Lines,41.786,-87.752,252.32,513964,False,252.32,252.32
513967-112434e233204b5996694e317f5ade83,PHX,taipei,TPE,1,True,2024-03-13 07:00:00,2024-03-24 07:00:00,0,Alitalia,25.069,121.552,1874.89,513967,False,1874.89,1874.89
513967-2be24274af82486793432925b6e897c6,PHX,los angeles,LSQ,1,True,2023-01-13 07:00:00,2023-01-16 07:00:00,0,American Airlines,33.942,-118.408,103.11,513967,False,103.11,103.11
513967-6b913bfdd0204bb5ac53c602282937bc,PHX,toronto,YKZ,1,True,2023-01-25 07:00:00,2023-01-27 07:00:00,1,Delta Air Lines,43.862,-79.37,518.97,513967,False,518.97,518.97
513967-dded4c0292c6493686c7d6e7f9a0e306,PHX,boston,BOS,1,True,2023-06-09 08:00:00,2023-06-14 08:00:00,2,United Airlines,42.364,-71.005,652.55,513967,False,652.55,652.55
513967-f0ce849b202d4d468a223e935397911e,PHX,louisville,LOU,1,True,2023-03-16 16:00:00,2023-03-27 16:00:00,0,American Airlines,38.228,-85.664,419.29,513967,False,419.29,419.29
513967-f13df2934adb4351a644ea4f876fc3e6,PHX,columbus,LCK,1,True,2023-02-12 13:00:00,2023-02-15 13:00:00,1,Allegiant Air,39.998,-82.892,469.18,513967,False,469.18,469.18
513995-31b31f3776e04c308384b579b7824aeb,DAL,houston,IAH,1,True,2023-07-13 07:00:00,2023-07-16 07:00:00,1,United Airlines,29.607,-95.159,79.59,513995,False,79.59,79.59
513995-4d0ee1c2ed794e6dab48ade5a757810d,DAL,fort worth,FTW,1,True,2023-01-31 07:00:00,2023-02-03 07:00:00,0,Ryanair,32.82,-97.362,7.99,513995,False,7.99,7.99
514002-0074c3d4b5da4b85a60c6574a619d5f0,LAX,detroit,DET,1,True,2023-03-19 16:00:00,2023-03-22 16:00:00,1,Ryanair,42.409,-83.01,532.98,514002,False,532.98,532.98
514002-5028ace141fc49a190a27f144da14aca,LAX,dallas,DAL,1,True,2023-01-27 11:00:00,2023-01-31 11:00:00,0,Southwest Airlines,32.847,-96.852,348.17,514002,False,348.17,348.17
514002-835e43d9bee84117bef602adffe7d4ed,LAX,phoenix,PHX,1,True,2023-01-13 07:00:00,2023-01-18 07:00:00,0,Allegiant Air,33.535,-112.383,90.52,514002,False,90.52,90.52
514002-940eed7bb5e747a09e260887c5d7eed9,LAX,jacksonville,LRF,1,True,2023-07-24 12:00:00,2023-07-27 12:00:00,0,United Airlines,30.494,-81.688,721.06,514002,False,721.06,721.06
514002-e70997d37dd84b7294f4e56046a4fe55,LAX,columbus,CMH,1,True,2023-02-22 07:00:00,2023-02-26 07:00:00,1,Southwest Airlines,39.998,-82.892,648.07,514002,False,648.07,648.07
514003-e7239ee7c7884ccc9f70bd05a698404e,MDW,new york,JFK,1,True,2023-04-25 12:00:00,2023-04-28 12:00:00,2,Overland Airways,40.64,-73.779,204.84,514003,False,204.84,204.84
514003-f4de56cf64f740759de430c5ecfd8d09,MDW,los angeles,LSQ,1,True,2023-02-28 11:00:00,2023-03-04 11:00:00,1,American Airlines,33.942,-118.408,515.37,514003,False,515.37,515.37
514003-f961cafd6c274597aea192a86f4fdf7e,MDW,indianapolis,IND,1,True,2023-01-16 11:00:00,2023-01-19 11:00:00,1,AeroMéxico,39.717,-86.294,44.02,514003,False,44.02,44.02
514023-01f4670697ed45919f4a5a4126693de2,LAX,new york,LGA,1,True,2023-01-16 07:00:00,2023-01-18 07:00:00,0,American Airlines,40.64,-73.779,695.76,514023,False,695.76,695.76
514023-abaef21ffd904f03af0cf16fb04e482b,LAX,phoenix,LUF,1,True,2023-06-22 11:00:00,2023-06-28 11:00:00,0,American Airlines,33.535,-112.383,101.62,514023,False,101.62,101.62
514053-0d6d0c5a9e9845e8a90c6443d7dc01c2,YYJ,los angeles,LSQ,1,True,2023-01-13 08:00:00,2023-01-16 08:00:00,0,Delta Air Lines,33.942,-118.408,339.66,514053,False,339.66,339.66
514071-ac5f256c49254bb1ab7d2f150dd9b652,LGA,montreal,YMX,1,False,2023-03-15 11:00:00,,1,American Airlines,45.517,-73.417,45.06,514071,False,45.06,45.06
514071-b0303157481746c1bc13d5f8a03cedb9,LGA,houston,IAH,1,True,2023-02-25 13:00:00,2023-02-28 13:00:00,1,United Airlines,29.607,-95.159,413.34,514071,False,413.34,413.34
514071-f595727213ac43f7a414019a84df8092,LGA,los angeles,LAX,1,True,2023-01-21 11:00:00,2023-01-23 11:00:00,0,Aeroflot Russian Airlines,33.942,-118.408,762.93,514071,False,762.93,762.93
514076-dfcabc8145ab49f2a263f189d02752f6,JFK,montreal,YUL,1,True,2023-01-28 14:00:00,2023-01-31 14:00:00,1,Cubana de Aviación,45.517,-73.417,98.83,514076,False,98.83,98.83
514132-0541a1715a3c415bb4bbef8ad761cc0c,RND,milwaukee,MKE,1,True,2023-03-01 15:00:00,2023-03-06 15:00:00,0,AirTran Airways,42.947,-87.896,307.26,514132,False,307.26,307.26
514132-47386abfc9714257b7e6aa67d622ce1f,RND,phoenix,PHX,1,True,2023-01-30 10:00:00,2023-01-31 10:00:00,1,Southwest Airlines,33.535,-112.383,240.23,514132,False,240.23,240.23
514132-6b040c88b8434e49817d5efc9f28aed7,RND,tucson,DMA,1,True,2023-03-28 07:00:00,2023-04-01 07:00:00,1,United Airlines,32.166,-110.883,210.7,514132,False,210.7,210.7
514132-7f5215badc604617aa187e5d32c1457d,RND,louisville,LOU,2,True,2023-01-14 11:00:00,2023-01-17 11:00:00,0,United Airlines,38.228,-85.664,598.03,514132,False,598.03,299.015
514132-e095df37611a40d1a090fe456bd1df2a,RND,edmonton,YEG,1,True,2023-06-19 07:00:00,2023-06-25 07:00:00,0,Delta Air Lines,53.667,-113.467,559.86,514132,False,559.86,559.86
514133-84a560ae066e41adb76f51e12e686754,PDX,san jose,SJC,1,True,2023-06-25 07:00:00,2023-07-03 07:00:00,0,American Airlines,37.362,-121.929,155.22,514133,False,155.22,155.22
514133-a4dd43f1fb0441afb07858281a507491,PDX,el paso,BIF,1,True,2023-04-06 07:00:00,2023-04-09 07:00:00,1,Ryanair,31.849,-106.38,326.67,514133,False,326.67,326.67
514164-86203c6ef4db41d289124def94e893ae,BFL,chicago,MDW,1,True,2023-03-31 14:00:00,2023-04-04 14:00:00,1,Southwest Airlines,41.786,-87.752,470.45,514164,False,470.45,470.45
514164-c0d35088ed3141849d00296c5a40b665,BFL,jacksonville,NZC,1,True,2023-01-15 15:00:00,2023-01-20 15:00:00,0,Delta Air Lines,30.494,-81.688,627.51,514164,False,627.51,627.51
514164-c19e15db7bf84736b18c9b7e4d3dd6e0,BFL,new york,LGA,1,True,2023-02-11 07:00:00,2023-02-14 07:00:00,0,JetBlue Airways,40.64,-73.779,758.7,514164,False,758.7,758.7
514167-0774932aa45e48e08b95d5a84c6b2f45,PHX,denver,DEN,1,True,2023-01-13 07:00:00,2023-01-17 07:00:00,0,United Airlines,39.858,-104.667,186.97,514167,True,186.97,186.97
514167-78eca47f10cd4ab9845d33d7cbd2e1ab,PHX,fort worth,FTW,1,True,2023-02-06 08:00:00,2023-02-09 08:00:00,0,American Airlines,32.82,-97.362,256.07,514167,False,256.07,256.07
514167-aba6fd58099f4b10a40aa81f7495be06,PHX,new york,JFK,1,True,2023-03-19 16:00:00,2023-03-21 16:00:00,1,American Airlines,40.64,-73.779,611.07,514167,False,611.07,611.07
514206-00ce4ad8d73144208b493e24414d737b,AUS,new york,JFK,1,True,2023-05-06 08:00:00,2023-05-11 08:00:00,1,JetBlue Airways,40.64,-73.779,421.85,514206,False,421.85,421.85
514206-12289a3d598341be98cac0b091f00d71,AUS,fort worth,FTW,3,True,2023-01-29 10:00:00,2023-01-29 10:00:00,3,American Airlines,32.82,-97.362,144.91,514206,False,144.91,48.303333333333335
514206-a39043f200da4d5dbeea351f8075d28d,AUS,new york,JFK,1,True,2023-04-07 09:00:00,2023-04-10 09:00:00,1,American Airlines,40.64,-73.779,462.97,514206,False,462.97,462.97
514208-db446042846a4ee8b13a1dfe4eb7c2f9,PWM,detroit,DTW,1,True,2023-02-19 11:00:00,2023-02-23 11:00:00,0,Delta Air Lines,42.409,-83.01,186.61,514208,False,186.61,186.61
514210-13844ecfefbe44b5a3a0ffb1273012cf,YZD,new york,JFK,1,True,2023-02-12 07:00:00,2023-02-18 07:00:00,0,Aerolane,40.64,-73.779,102.11,514210,False,102.11,102.11
514210-92c14bab5a664a6ab294cb104e94b74e,YZD,chicago,ORD,1,True,2023-01-20 07:00:00,2023-01-22 07:00:00,1,United Airlines,41.786,-87.752,125.58,514210,False,125.58,125.58
514210-e3c06714064246a6afdf3005396f8216,YZD,tucson,TUS,1,True,2023-01-28 11:00:00,2023-01-30 11:00:00,0,Alaska Airlines,32.166,-110.883,516.36,514210,False,516.36,516.36
514215-a02b633d4d584cc6a58a4fedce4bb761,MSP,new york,LGA,1,True,2023-01-11 14:00:00,2023-01-14 14:00:00,0,Allegiant Air,40.64,-73.779,232.75,514215,False,232.75,232.75
514215-c6d0449c4efe42fc928b1b066f57a476,MSP,edmonton,YXD,1,True,2023-02-02 07:00:00,2023-02-05 07:00:00,0,Ryanair,53.667,-113.467,283.55,514215,False,283.55,283.55
514215-e65b5d616b304fbb9deb642400e3c472,MSP,san diego,NZY,1,True,2023-02-14 10:00:00,2023-02-25 10:00:00,0,American Airlines,32.699,-117.215,435.16,514215,False,435.16,435.16
514235-046595438d6d4bfc918d31e958bb1122,OAK,tucson,DMA,1,True,2023-01-22 09:00:00,2023-01-26 09:00:00,0,United Airlines,32.166,-110.883,226.18,514235,False,226.18,226.18
514261-4a75ca7a1ace4975b0d15d97ad097d8d,YTZ,hamilton,HLZ,2,True,2023-03-10 13:00:00,2023-03-13 13:00:00,1,Air New Zealand,43.173,-79.935,23.87,514261,False,23.87,11.935
514261-50b521efb313449aafcde2c4714ee5a6,YTZ,dallas,DAL,1,True,2023-01-19 08:00:00,2023-01-21 08:00:00,1,AirTran Airways,32.847,-96.852,338.82,514261,False,338.82,338.82
514261-7e2c8b28c661491388e207907cb35de2,YTZ,san antonio,SVZ,1,True,2023-05-07 14:00:00,2023-05-09 14:00:00,0,Conviasa,29.529,-98.279,399.88,514261,False,399.88,399.88
514275-349724de73bf4991a7779abe5024b3c0,YMX,edmonton,YXD,2,True,2023-03-05 10:00:00,2023-03-06 10:00:00,1,Ryanair,53.667,-113.467,1000.6,514275,False,1000.6,500.3
514275-d02de2b0665b457e9f75064d274342f9,YMX,new york,LGA,1,False,2023-05-31 07:00:00,,0,JetBlue Airways,40.64,-73.779,44.93,514275,False,44.93,44.93
514300-1e0add5c51cc48ebbc4943f54e5f9a87,TIK,new york,JFK,1,True,2023-05-27 10:00:00,2023-05-31 10:00:00,2,Allegiant Air,40.64,-73.779,313.26,514300,False,313.26,313.26
514300-3b3a1815d77b430281c1402d13c159cc,TIK,edmonton,YXD,1,True,2023-06-25 09:00:00,2023-06-27 09:00:00,0,Ryanair,53.667,-113.467,380.25,514300,False,380.25,380.25
514300-5533a5e70ba647d5abd45137745bb8f2,TIK,houston,HOU,2,True,2023-02-06 13:00:00,2023-02-08 13:00:00,0,Southwest Airlines,29.607,-95.159,247.71,514300,True,247.71,123.855
514315-335cf146c9844c6ba812b5eaf11952b9,YAV,san antonio,SAT,1,True,2023-01-18 08:00:00,2023-01-21 08:00:00,1,Delta Air Lines,29.529,-98.279,411.04,514315,False,411.04,411.04
514318-48629aa17e58491b8605807a928a92ba,SEA,san diego,NZY,1,True,2023-02-06 09:00:00,2023-02-08 09:00:00,1,American Airlines,32.699,-117.215,311.31,514318,False,311.31,311.31
514318-a497cdfdfd9e43429883e181b44dcd75,SEA,boston,BOS,1,True,2023-06-26 07:00:00,2023-06-28 07:00:00,1,Delta Air Lines,42.364,-71.005,733.44,514318,False,733.44,733.44
514324-0e7f6737e04d439d969481111ae91987,LAX,san diego,SAN,1,True,2023-02-21 09:00:00,2023-02-24 09:00:00,1,American Airlines,32.699,-117.215,28.49,514324,False,28.49,28.49
514324-4287a4761c7d4712b9b381ccb5d14b30,LAX,columbus,LCK,1,False,2023-03-28 10:00:00,,0,Allegiant Air,39.998,-82.892,269.92,514324,False,269.92,269.92
514324-a4ace202facc43dda72c34112a3c6f40,LAX,philadelphia,PHL,1,False,2023-01-14 07:00:00,,1,Southwest Airlines,39.872,-75.241,324.57,514324,False,324.57,324.57
514337-265a23a072354c78a9cfb5bf3f531555,ORD,new york,JFK,1,True,2023-03-31 07:00:00,2023-04-08 07:00:00,1,Delta Air Lines,40.64,-73.779,232.44,514337,False,232.44,232.44
514337-2b5d62f436aa47fa899f1a11ed36eff2,ORD,phoenix,LUF,1,True,2023-05-20 11:00:00,2023-05-22 11:00:00,1,Delta Air Lines,33.535,-112.383,477.57,514337,False,477.57,477.57
514342-1b43825a7bba4e0481a2479e882c9f27,BWI,charlotte,CLT,3,True,2023-04-08 16:00:00,2023-04-13 16:00:00,1,JetBlue Airways,35.214,-80.943,320.51,514342,False,320.51,106.83666666666666
514342-541a624c6ded4f71a6c9786325f38971,BWI,montreal,YHU,1,True,2023-02-15 07:00:00,2023-02-18 07:00:00,1,Ryanair,45.517,-73.417,132.17,514342,False,132.17,132.17
514342-bff15efa3b984fedb01fb38ac8b61bdf,BWI,san jose,SJC,1,True,2023-06-11 07:00:00,2023-06-17 07:00:00,1,AirTran Airways,37.362,-121.929,674.78,514342,False,674.78,674.78
514342-e7a677754fc14fb78b75be698f157915,BWI,denver,DEN,1,True,2023-01-12 15:00:00,2023-01-25 15:00:00,1,AirTran Airways,39.858,-104.667,434.05,514342,False,434.05,434.05
514344-2710c37471204d0bb9b676c8a69085df,NZC,san diego,SAN,1,True,2023-03-11 10:00:00,2023-03-12 10:00:00,1,Volaris,32.699,-117.215,585.73,514344,False,585.73,585.73
514344-32cbfcd7a26a4d199d86435c034e436e,NZC,memphis,MEM,1,True,2023-07-14 16:00:00,2023-07-20 16:00:00,0,Delta Air Lines,35.042,-89.977,174.5,514344,False,174.5,174.5
514344-376864b2ef3f4db7892f6ab44cdb4271,NZC,new york,JFK,1,True,2023-05-09 09:00:00,2023-05-09 09:00:00,1,JetBlue Airways,40.64,-73.779,241.58,514344,False,241.58,241.58
514344-7e04653db6694214b78aa388da98a2b0,NZC,fort worth,FTW,1,True,2023-02-20 08:00:00,2023-02-24 08:00:00,1,Delta Air Lines,32.82,-97.362,290.63,514344,False,290.63,290.63
514344-b1d07bb12fce4a19a8b393a29d911b5a,NZC,boston,BOS,1,True,2023-04-04 07:00:00,2023-04-07 07:00:00,1,Delta Air Lines,42.364,-71.005,283.97,514344,False,283.97,283.97
514344-e999e098adc740fcb1a47cdb2189bfa5,NZC,new york,JFK,1,True,2023-01-14 12:00:00,2023-01-19 12:00:00,0,Delta Air Lines,40.64,-73.779,252.61,514344,False,252.61,252.61
514370-2c4cc26061464e41867e299e17683d13,JFK,detroit,DET,1,True,2023-07-25 07:00:00,2023-08-01 07:00:00,0,Ryanair,42.409,-83.01,98.76,514370,False,98.76,98.76
514370-a8087d7f6a0942898828518d77cef3df,JFK,edmonton,YEG,1,True,2023-02-10 07:00:00,2023-02-15 07:00:00,0,United Airlines,53.667,-113.467,583.51,514370,False,583.51,583.51
514370-cd2256d709a54f2d9c8e1b5721bf819b,JFK,fresno,FAT,2,True,2023-04-08 12:00:00,2023-04-13 12:00:00,0,United Airlines,36.776,-119.718,1456.76,514370,False,1456.76,728.38
514384-b8237f41ab004129a25e0a1953748598,YKZ,san diego,NZY,2,True,2023-02-03 10:00:00,2023-02-05 10:00:00,1,American Airlines,32.699,-117.215,1180.5,514384,False,1180.5,590.25
514395-07c6b66944304080900c1912fbb54b0a,LAX,houston,HOU,1,True,2023-01-13 09:00:00,2023-01-17 09:00:00,1,Southwest Airlines,29.607,-95.159,401.0,514395,False,401.0,401.0
514395-7c084f76d409451e8eee25be80bdc219,LAX,indianapolis,IND,1,True,2023-03-25 08:00:00,2023-04-10 08:00:00,0,American Airlines,39.717,-86.294,511.71,514395,False,511.71,511.71
514395-8ce7e8d1c1b44e8f89d32d8022ac339a,LAX,san diego,NZY,1,True,2023-02-14 15:00:00,2023-02-22 15:00:00,0,Delta Air Lines,32.699,-117.215,33.56,514395,False,33.56,33.56
514457-75a0d3b1e2c945adb084c4e61accc398,MOD,ottawa,YOW,1,True,2023-04-21 07:00:00,2023-05-03 07:00:00,0,United Airlines,45.323,-75.669,636.06,514457,False,636.06,636.06
514457-99b8246f823e4d0b8b999a38cfe9c812,MOD,new york,LGA,1,True,2023-02-15 11:00:00,2023-02-17 11:00:00,1,Allegiant Air,40.64,-73.779,676.28,514457,False,676.28,676.28
514457-cee2bcfe6b8c44e7839bfec200ec3eb5,MOD,seattle,BFI,1,True,2023-06-13 07:00:00,2023-06-15 07:00:00,0,Kenmore Air,47.53,-122.302,199.26,514457,False,199.26,199.26
514457-fc441b25624a45f482a0c8b2685133c8,MOD,new york,JFK,1,True,2023-03-22 13:00:00,2023-03-29 13:00:00,1,Air India Limited,40.64,-73.779,707.88,514457,False,707.88,707.88
514460-4513b9d2913d4eed959d4b2c696ce6b3,SJC,edmonton,YXD,1,True,2023-01-29 07:00:00,2023-02-05 07:00:00,1,American Airlines,53.667,-113.467,315.89,514460,False,315.89,315.89
514460-c988a1f82de349eeb7bc7decd5588abc,SJC,seattle,BFI,1,True,2023-01-14 07:00:00,2023-01-22 07:00:00,0,Kenmore Air,47.53,-122.302,206.44,514460,False,206.44,206.44
514460-dc33c5d982b34d0eaff350c79882678c,SJC,edmonton,YEG,1,True,2023-02-16 10:00:00,2023-02-19 10:00:00,1,American Airlines,53.667,-113.467,358.63,514460,False,358.63,358.63
514461-21b0aa9b16b746058ce2b485149a4989,PHL,toronto,YZD,1,True,2023-02-19 07:00:00,2023-02-21 07:00:00,1,Ryanair,43.862,-79.37,90.64,514461,False,90.64,90.64
514515-22fb567ed74b4e858a506ce7d6151bbe,YVR,detroit,DTW,1,True,2023-01-14 13:00:00,2023-01-28 13:00:00,1,Delta Air Lines,42.409,-83.01,578.81,514515,False,578.81,578.81
514515-e52c78a1cdf24e698982be766f6396d3,YVR,san jose,SJC,2,True,2023-07-11 10:00:00,2023-07-13 10:00:00,1,Alaska Airlines,37.362,-121.929,486.48,514515,False,486.48,243.24
514515-e8f83d4c6c404e318fd116def80120f5,YVR,ottawa,YOW,2,True,2023-03-14 14:00:00,2023-03-16 14:00:00,1,Air North Charter - Canada,45.323,-75.669,1189.66,514515,False,1189.66,594.83
514526-902b3a2574644221969e6c7c61924208,NIP,nashville,BNA,2,True,2023-07-07 07:00:00,2023-07-10 07:00:00,1,Allegiant Air,36.124,-86.678,257.55,514526,False,257.55,128.775
514526-c733bc4ef5934b8fb30f112c78aaa87a,NIP,calgary,YYC,1,True,2023-03-17 15:00:00,2023-03-20 15:00:00,0,WestJet,51.114,-114.02,621.21,514526,False,621.21,621.21
514526-d022a00cc5d64b7dbff4716966f0f3a6,NIP,chicago,ORD,1,True,2023-02-09 07:00:00,2023-02-10 07:00:00,1,United Airlines,41.786,-87.752,259.51,514526,False,259.51,259.51
514526-ee41043a6bb84d248d6e1ea2c747edf3,NIP,new york,JFK,1,True,2023-01-19 09:00:00,2023-01-22 09:00:00,0,Lufthansa,40.64,-73.779,229.22,514526,False,229.22,229.22
514526-f60d91d6ce734fff985666a4098ef29a,NIP,boston,BOS,1,True,2023-03-05 10:00:00,2023-03-06 10:00:00,0,Air Canada,42.364,-71.005,269.89,514526,False,269.89,269.89
514586-ac1268e31c33497691757b3fac66cf89,ORD,houston,IAH,1,True,2023-07-01 07:00:00,2023-07-04 07:00:00,1,United Airlines,29.607,-95.159,293.8,514586,False,293.8,293.8
514586-cd1b91c614544990a8f116ef61656e86,ORD,toronto,YYZ,1,True,2023-03-25 07:00:00,2023-04-02 07:00:00,1,American Airlines,43.862,-79.37,132.95,514586,False,132.95,132.95
514586-f12080362b694ee1ae51d1a826b6ca6d,ORD,dallas,DAL,1,True,2023-01-14 14:00:00,2023-01-18 14:00:00,0,AirTran Airways,32.847,-96.852,222.75,514586,False,222.75,222.75
514589-963997963c5d47b28671c52a709a0beb,LAX,houston,EFD,1,True,2023-04-11 13:00:00,2023-04-15 13:00:00,1,American Airlines,29.607,-95.159,374.73,514589,False,374.73,374.73
514617-5e49e71ef55846ebaf80a166d74eedfc,SAN,san antonio,SVZ,1,False,2023-02-02 07:00:00,,1,Conviasa,29.529,-98.279,163.06,514617,False,163.06,163.06
514617-73706bb905804a84b0e90bab4133b481,SAN,memphis,MEM,1,True,2023-03-21 08:00:00,2023-03-24 08:00:00,0,Allegiant Air,35.042,-89.977,425.68,514617,False,425.68,425.68
514617-c7baa4f953974c7c8d97380486df3af3,SAN,houston,EFD,2,True,2023-01-17 07:00:00,2023-01-20 07:00:00,0,United Airlines,29.607,-95.159,766.19,514617,False,766.19,383.095
514623-dedac39b4978460eab021e72c2e91d45,SMF,el paso,BIF,1,True,2023-03-12 11:00:00,2023-03-17 11:00:00,1,Delta Air Lines,31.849,-106.38,321.28,514623,False,321.28,321.28
514627-25cd2109489248879918640f3bdc4c56,YHM,san jose,SJC,1,True,2023-01-25 09:00:00,2023-01-29 09:00:00,1,Southwest Airlines,37.362,-121.929,681.73,514627,False,681.73,681.73
514627-54443e8f587243b799da2969b072ae18,YHM,chicago,ORD,2,True,2023-01-12 07:00:00,2023-01-15 07:00:00,0,JetBlue Airways,41.786,-87.752,236.23,514627,False,236.23,118.115
514627-69b43cbd787140589b739859b6c1dd57,YHM,chicago,MDW,2,False,2023-03-19 10:00:00,,0,Southwest Airlines,41.786,-87.752,130.55,514627,True,130.55,65.275
514627-b675a18c83ea41a689e1d1c44e05482c,YHM,new york,LGA,1,False,2023-02-22 16:00:00,,1,Spirit Airlines,40.64,-73.779,48.89,514627,False,48.89,48.89
514638-82bcc198958a45e99d4afeef6f7d0fa7,MXF,fresno,FAT,1,True,2023-01-17 08:00:00,2023-01-19 08:00:00,1,Allegiant Air,36.776,-119.718,502.21,514638,False,502.21,502.21
514638-a56dde0bbca54d42898147f8fbd01902,MXF,ottawa,YOW,3,True,2023-06-01 16:00:00,2023-06-14 16:00:00,1,Air Canada,45.323,-75.669,987.89,514638,False,987.89,329.2966666666667
514638-bea8b57cb97e4fa3bb1e9bc1a4e40254,MXF,san francisco,SFO,2,True,2023-03-25 10:00:00,2023-03-29 10:00:00,1,United Airlines,37.619,-122.375,1241.57,514638,False,1241.57,620.785
514660-49daadb51f5e40a4bed11d13494fbdea,PHX,seattle,BFI,1,True,2023-07-19 07:00:00,2023-07-23 07:00:00,1,Kenmore Air,47.53,-122.302,302.7,514660,False,302.7,302.7
514660-4f8e93be5252498f989cc7a3c699f1bb,PHX,montreal,YHU,1,True,2023-01-17 10:00:00,2023-01-18 10:00:00,1,Delta Air Lines,45.517,-73.417,624.16,514660,False,624.16,624.16
514660-c4576e6f16694dd0ad3c46a512126245,PHX,new york,LGA,1,True,2023-02-21 07:00:00,2023-02-22 07:00:00,0,United Airlines,40.64,-73.779,646.39,514660,False,646.39,646.39
514660-ef5e14d8a2a04e4fb375b86a298e5fa8,PHX,baltimore,BWI,2,True,2023-04-10 07:00:00,2023-04-12 07:00:00,0,AirTran Airways,39.175,-76.668,1141.34,514660,False,1141.34,570.67
514675-0af0513900a24c2d970df065b7542b02,UGN,new york,LGA,2,True,2023-03-07 07:00:00,2023-03-09 07:00:00,0,United Airlines,40.64,-73.779,404.08,514675,False,404.08,202.04
514675-c82e5f620a9841079d5ee1983a77d937,UGN,san francisco,SFO,1,True,2023-04-07 11:00:00,2023-04-12 11:00:00,1,AirTran Airways,37.619,-122.375,564.14,514675,False,564.14,564.14
514675-f9ca6bf0099544c685db6fc9248916aa,UGN,charlotte,CLT,1,True,2023-04-19 07:00:00,2023-04-22 07:00:00,1,JetBlue Airways,35.214,-80.943,203.07,514675,False,203.07,203.07
514682-374cfe99c2ef47a3911c8515a9b0a7e8,ORD,new york,LGA,1,False,2023-02-08 15:00:00,,1,American Airlines,40.64,-73.779,108.55,514682,False,108.55,108.55
514682-67c8535282864676aa87a1bfba3a503a,ORD,seattle,BFI,1,True,2023-04-08 07:00:00,2023-04-12 07:00:00,0,Kenmore Air,47.53,-122.302,515.56,514682,False,515.56,515.56
514682-dee9b3188b8344dfb09c9774296257fc,ORD,fort worth,FTW,1,True,2023-07-04 07:00:00,2023-07-07 07:00:00,1,Ryanair,32.82,-97.362,236.72,514682,False,236.72,236.72
514689-28a5d58341ef4be3b743485bdec265b8,AKR,new york,LGA,1,True,2023-02-10 15:00:00,2023-02-13 15:00:00,1,American Airlines,40.64,-73.779,113.49,514689,False,113.49,113.49
514689-c51c9a96bce3478aa85119acaa97ae48,AKR,new york,JFK,1,True,2023-04-11 10:00:00,2023-04-13 10:00:00,0,Delta Air Lines,40.64,-73.779,119.96,514689,False,119.96,119.96
514737-51a24c82ecae4d159bc845a72c0f5b76,IAD,new york,LGA,1,True,2023-06-02 13:00:00,2023-06-05 13:00:00,1,Spirit Airlines,40.64,-73.779,65.65,514737,False,65.65,65.65
514737-858b4abfa0fb443e98895d947f8e8dc4,IAD,toronto,YKZ,1,True,2023-04-10 13:00:00,2023-04-17 13:00:00,1,Ryanair,43.862,-79.37,89.14,514737,False,89.14,89.14
