"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"509598-6a3324d0fb984af3b88115dab21e3465","Accor - los angeles","5","1","2023-02-21 14:05:48.075","2023-02-27 11:00:00","115"
"509603-38f41287717d487d905bebfa85fb83a4","Radisson  - hamilton","15","3","2023-02-10 11:00:00","2023-02-25 11:00:00","103"
"509603-56b86146e19f470aa2cc7df77779ea05","Shangri-La - denver","1","1","2023-01-16 16:45:03.6","2023-01-18 11:00:00","135"
"509626-86b032f543804f4e9fdfbf6e5839761c","Banyan Tree  - los angeles","6","1","2024-06-05 15:45:22.545","2024-06-12 11:00:00","112"
"509626-8fcfc657de3f481a98e81feb926a51bf","Choice Hotels - fort worth","10","1","2023-02-02 11:57:39.24","2023-02-12 11:00:00","71"
"509626-acde05123c59406eb85b6d5d99a773a4","Radisson  - edmonton","2","1","2023-03-01 21:11:58.155","2023-03-04 11:00:00","82"
"509635-87af5c89fccf489cbb099176be9e6d11","Best Western - boston","1","1","2023-07-04 19:24:43.83","2023-07-06 11:00:00","143"
"509635-ce74796962f7482f94cdf4c1e4ea2f09","Four Seasons - new york","1","1","2023-07-29 12:03:24.75","2023-07-31 11:00:00","154"
"509635-dd6d3d04b0374596ae3641085c1818c3","Marriott  - toronto","0","1","2023-01-09 12:46:07.995","2023-01-10 11:00:00","201"
"509645-180850e3f35a4a83b4d471824318bad3","Hilton - san jose","6","1","2023-03-06 09:41:36.375","2023-03-12 11:00:00","161"
"509645-2b8b0f5d8bc0427c983e0a729a5a5ac2","Accor - seattle","3","1","2023-02-10 10:57:15.525","2023-02-13 11:00:00","179"
"509645-992834e365354e83a2926ddcaff17c0d","Hyatt - new york","1","1","2023-01-15 22:51:56.97","2023-01-17 11:00:00","96"
"509645-9f25730f3f60484eb6ca40c8de1c8ca8","Extended Stay  - los angeles","4","1","2023-06-19 17:06:39.78","2023-06-24 11:00:00","124"
"509681-46ec4135abbc443886af4092b3c4fdec","Extended Stay  - new york","1","2","2023-03-06 19:29:44.52","2023-03-08 11:00:00","164"
"509681-71cb764a86fc43cc997a4279d672bed3","Wyndham - quebec","5","1","2023-02-12 11:00:00","2023-02-17 11:00:00","94"
"509681-960c0aaf07f6467f9a3f01292a8cb091","Accor - columbus","6","1","2023-06-08 11:39:46.125","2023-06-14 11:00:00","295"
"509681-a7ba144f076c4ab1bc8bd1313034d386","Marriott  - las vegas","8","1","2023-01-15 13:03:31.5","2023-01-24 11:00:00","286"
"509712-aefa17d07401468782bc6a018aa584aa","Fairmont - san antonio","16","1","2023-01-09 11:00:00","2023-01-25 11:00:00","56"
"509712-e37ad08b41664f06b286d555b3f543e5","Wyndham - dallas","3","1","2023-05-29 19:36:00.765","2023-06-02 11:00:00","128"
"509712-ffd1ac06ea49406bb2e073e5c2949511","Choice Hotels - san francisco","1","1","2023-02-06 18:03:34.875","2023-02-08 11:00:00","154"
"509713-1e808df782114207a4d40209c681cddf","Aman Resorts - ottawa","4","1","2023-01-27 13:51:13.95","2023-02-01 11:00:00","230"
"509713-22e0116fa98a424c9ca6fe258ec2ce3f","Wyndham - philadelphia","5","2","2023-01-07 11:36:00.765","2023-01-12 11:00:00","357"
"509713-50453f54a3df43818e3d162a07bc8ed3","Best Western - phoenix","0","1","2023-04-04 16:48:26.505","2023-04-05 11:00:00","130"
"509717-1fdf51fc22f94229aa16316064efe569","Fairmont - san jose","2","1","2023-01-18 16:09:21.555","2023-01-21 11:00:00","190"
"509717-71d49b24dd5d4990b5be853b1fb024d1","Hyatt - san francisco","2","1","2023-03-03 14:11:22.965","2023-03-06 11:00:00","197"
"509717-8ff2d5bf40c4496b8c83d959f3e465a7","Choice Hotels - winnipeg","1","1","2023-02-01 11:36:20.07","2023-02-02 11:00:00","117"
"509717-91f3d5d1266642178868910e8885e10c","Wyndham - chicago","4","1","2023-06-04 19:28:04.89","2023-06-09 11:00:00","135"
"509749-4ae55b1ef4c0496cb7c4cd4610a955a3","Shangri-La - chicago","6","1","2023-01-12 11:28:04.89","2023-01-18 11:00:00","124"
"509749-a27702cf3d3c45a39e5aca175d6c0f5a","Hyatt - houston","3","1","2023-07-18 12:51:43.2","2023-07-22 11:00:00","70"
"509749-b2ab2beaf4d143bf96f5ca471dea300a","Aman Resorts - quebec","3","1","2023-02-06 11:00:00","2023-02-09 11:00:00","81"
"509749-c04763563bcf4902802c0bca7a469973","Best Western - nashville","1","1","2023-06-04 18:32:13.965","2023-06-06 11:00:00","225"
"509749-c4c7a1333eca4210af4d29778740d780","Marriott  - baltimore","2","1","2023-03-01 09:22:09.165","2023-03-03 11:00:00","138"
"509749-d3a013c671ef46f5846d1225ee235855","Conrad  - los angeles","2","1","2023-06-15 21:58:03.945","2023-06-18 11:00:00","164"
"509749-e80e0a91df694e7b92d15ac6c60cd539","Four Seasons - charlotte","2","1","2023-03-23 14:05:17.385","2023-03-26 11:00:00","170"
"509763-1a781d2508a14d23b3b41e2b168e575c","Hilton - toronto","1","1","2023-01-19 13:23:44.385","2023-01-21 11:00:00","73"
"509763-1a8a216df9f2464c92ec48d2c5b5862c","Marriott  - philadelphia","4","1","2023-01-27 16:49:13.53","2023-02-01 11:00:00","174"
"509763-2bc2e447ed534efb89f8a658e42d0c9d","Accor - philadelphia","2","1","2023-04-27 19:49:13.53","2023-04-30 11:00:00","225"
"509763-8ebe10208bee4ddb8456dd6806b720f3","Starwood  - chicago","3","1","2023-02-23 12:30:52.155","2023-02-27 11:00:00","161"
"509763-a0fe899951934b8283594b90544f75e1","Conrad  - new york","3","1","2023-03-09 16:58:03.945","2023-03-13 11:00:00","163"
"509765-8537bc8595b04b7ca49981fdc66172c0","Extended Stay  - new york","0","1","2023-06-16 17:58:03.945","2023-06-17 11:00:00","76"
"509765-895f78efadc24821a12c9a6433486b51","InterContinental  - washington","3","1","2023-03-31 13:38:19.41","2023-04-04 11:00:00","119"
"509765-dacdb92bc7df4f94b2c8e1cb905bdecc","Hilton - new york","0","1","2023-01-11 17:58:03.945","2023-01-12 11:00:00","487"
"509765-fce5522f3e9147d9af96389f8a870389","Best Western - ottawa","1","1","2023-02-04 13:46:36.255","2023-02-06 11:00:00","95"
"509781-9645b8e037aa4fa0b13a06e4ab40c0dc","Crowne Plaza - louisville","9","1","2023-01-22 11:00:00","2023-01-31 11:00:00","191"
"509822-4db956b97a8d4bd489eeee981dd867d4","Hyatt - fresno","3","1","2023-01-27 17:20:09.51","2023-01-31 11:00:00","345"
"509822-7ab58f5f8d2c470aaf0d6e445f123923","Crowne Plaza - chicago","1","1","2023-03-16 10:10:30.585","2023-03-17 11:00:00","83"
"509822-c0dac3326dbd4ef0849091bd86117406","Banyan Tree  - nashville","2","1","2023-02-27 09:39:34.965","2023-03-01 11:00:00","103"
"509826-639a75ffa26b44a4a645637b0cda3f8d","Aman Resorts - nashville","4","1","2023-07-23 16:34:59.115","2023-07-28 11:00:00","54"
"509841-4ebb8e1bcdee4fff98d4dec8461c7911","Rosewood - philadelphia","3","2","2023-01-09 13:06:48.06","2023-01-13 11:00:00","158"
"509841-621d56e7ccef464d9d4df4fd1c3f128c","NH Hotel  - san jose","1","1","2023-05-25 16:12:38.925","2023-05-27 11:00:00","83"
"509892-dce1dac0e06c4fd59e20e291c801ba4d","Hilton - las vegas","7","1","2023-01-18 11:00:00","2023-01-25 11:00:00","130"
"509903-5634d7454e5645a9bcbcfaff7a734fc5","Conrad  - toronto","5","1","2023-02-01 18:22:43.14","2023-02-07 11:00:00","87"
"509903-687a7f33efea47cc96f2b5f94851e87e","Best Western - toronto","1","1","2023-01-11 13:22:43.14","2023-01-13 11:00:00","218"
"509903-722a1784b9034b229bbd3c02364d2527","Radisson  - los angeles","3","1","2023-06-12 13:02:03.48","2023-06-16 11:00:00","177"
"509903-9922094650c44bc59a2790c992f835f7","Accor - san antonio","2","1","2023-02-18 12:25:14.79","2023-02-21 11:00:00","471"
"509903-cd11b821ea9f40989603d319819ce670","Best Western - new york","4","1","2023-03-26 19:56:51.99","2023-03-31 11:00:00","173"
"509919-0e5409b81d044bb88431f70ef2071ecf","Shangri-La - vancouver","2","1","2023-01-11 14:13:03.36","2023-01-14 11:00:00","137"
"509919-19dafb344df5408eb33d0162928ddd94","Radisson  - los angeles","6","1","2023-03-04 11:00:00","2023-03-10 11:00:00","129"
"509919-40794208e62749c2bee3b01546b5b05e","Crowne Plaza - winnipeg","5","1","2023-07-13 12:25:53.355","2023-07-19 11:00:00","218"
"509933-2325cc70baa34f17aeffca00ccfedb5a","Banyan Tree  - las vegas","0","1","2023-03-07 19:15:59.31","2023-03-08 11:00:00","112"
"509933-86a0f722edd94fe481fd63beb7654b08","Crowne Plaza - charlotte","1","1","2023-06-13 10:40:20.1","2023-06-14 11:00:00","289"
"509933-93a07f59f83f43f5afc15bba971dbab3","Marriott  - new york","16","1","2023-01-24 11:00:00","2023-02-09 11:00:00","315"
"509969-dc96caa8ee284f83a7c97a1255d78b5b","Accor - los angeles","6","1","2023-07-06 11:00:00","2023-07-12 11:00:00","79"
"509990-e54073cfa5f64e4bb6d47057404eee0f","Banyan Tree  - jacksonville","1","1","2023-03-31 13:21:44.46","2023-04-02 11:00:00","80"
"510003-2d58fc5acac44074967253b30298455f","Banyan Tree  - philadelphia","4","2","2023-01-12 15:18:42.075","2023-01-17 11:00:00","63"
"510022-364109aecc52485685f334a9c0915562","NH Hotel  - memphis","1","1","2023-03-22 12:07:27.03","2023-03-24 11:00:00","30"
"510022-4d17003fb3a642698fd9023b30f347e1","Accor - washington","1","1","2023-05-09 11:00:00","2023-05-10 11:00:00","509"
"510022-f86b91b1dd8046c4916201d5aabe570a","Rosewood - fresno","2","1","2023-01-17 16:42:25.47","2023-01-20 11:00:00","178"
"510044-0f25ea6b1c6b432d9e8ada4b84f252fc","Radisson  - new york","5","1","2023-07-02 14:55:34.005","2023-07-08 11:00:00","130"
"510044-b763ec1aa95a4e0bad563495f6b485ca","Crowne Plaza - new york","2","1","2023-03-24 15:55:34.005","2023-03-27 11:00:00","194"
"510044-dda7e6f38caf4e4783ce8bb11e1b0068","InterContinental  - el paso","0","2","2023-01-17 18:21:56.79","2023-01-18 11:00:00","186"
"510048-9371665bc46e497ebd4dd34817a6f2be","Conrad  - chicago","7","1","2023-01-15 19:35:47.805","2023-01-23 11:00:00","214"
"510048-e27443052ec64f2ab496345ad55b2ccc","Choice Hotels - new york","3","1","2023-03-06 11:46:41.16","2023-03-09 11:00:00","74"
"510061-621549eb75104882a4be9029dd2cfa41","Banyan Tree  - calgary","4","1","2023-06-26 16:04:39.18","2023-07-01 11:00:00","300"
"510061-a0e354615c1a484dadfb0e2ca265fa12","Best Western - austin","2","1","2023-04-23 21:03:16.425","2023-04-26 11:00:00","131"
"510061-cb933e132f304201a6e247d2581d99c1","Extended Stay  - baltimore","0","1","2023-02-27 13:22:18.525","2023-02-28 11:00:00","285"
"510061-d67c2190bfe04ca192fa0c481cb871b3","Fairmont - chicago","2","1","2023-02-12 10:27:17.775","2023-02-14 11:00:00","178"
"510067-3a5a7a0a9d6f436382688e70e8d5e1a6","Wyndham - san francisco","2","1","2023-01-12 14:10:34.77","2023-01-15 11:00:00","180"
"510067-51b7cebe8fe04508ab645ce3fd8f00ac","Crowne Plaza - quebec","1","1","2023-02-04 14:52:17.31","2023-02-06 11:00:00","23"
"510067-a7c4c02dd3044ff4a03bdab4a30ea635","Starwood  - houston","1","1","2023-03-31 14:51:41.4","2023-04-02 11:00:00","151"
"510067-e86c8404a10f48758bdf7aa4e883a212","Four Seasons - quebec","9","1","2023-05-12 11:00:00","2023-05-21 11:00:00","406"
"510070-23fe98a2c4534fd9bc781831357955b0","Hilton - rome","12","3","2024-05-20 19:27:53.55","2024-06-02 11:00:00","93"
"510070-29d35720c07e41b38b48817337eb7c9a","InterContinental  - houston","11","1","2023-04-03 11:00:00","2023-04-14 11:00:00","113"
"510070-3481fdb1667549fbbdafa026bdb45095","Aman Resorts - charlotte","8","2","2023-01-31 11:00:00","2023-02-08 11:00:00","90"
"510070-4f97c7fb89c745e885de7079873d0af6","Hilton - winnipeg","1","1","2023-01-11 17:42:15.75","2023-01-13 11:00:00","232"
"510078-41e09cf1e4074bba8beefed02dcb5895","Starwood  - nashville","2","1","2023-07-03 10:56:50.235","2023-07-05 11:00:00","398"
"510078-7cc03d16a5984fcb9749fef080060185","Wyndham - charlotte","2","1","2023-04-01 17:10:27.39","2023-04-04 11:00:00","116"
"510078-d6ebc9a19671488193576fc80ddfbef7","Radisson  - washington","1","1","2023-07-15 18:03:08.64","2023-07-17 11:00:00","112"
"510079-3e17db9325bf470fbb939d729efcbe10","Radisson  - denver","0","1","2023-05-08 13:14:57.525","2023-05-09 11:00:00","82"
"510081-2a694a691212420585d9faf7824a98a3","Hilton - nashville","9","1","2023-06-18 11:00:00","2023-06-27 11:00:00","153"
"510081-61ef343fed07484cb2696780d3b9112b","Wyndham - new york","8","1","2023-03-18 11:00:00","2023-03-26 11:00:00","127"
"510081-a40fb0d9fbd8415b9ceee364f4b57e0e","Rosewood - washington","2","1","2023-01-18 14:52:51.69","2023-01-21 11:00:00","159"
"510090-5a4b19f81e11453e92ec8a80e6ac8fac","Banyan Tree  - baltimore","1","1","2023-05-02 16:45:43.605","2023-05-04 11:00:00","88"
"510093-ad37325ccbb7439bbb538aa4ece72829","Best Western - memphis","13","1","2023-04-05 10:33:37.26","2023-04-18 11:00:00","159"
"510093-d52c7dcf38ac4292813948d9146534ca","Hilton - los angeles","3","1","2023-01-29 16:44:56.985","2023-02-02 11:00:00","286"
"510093-e71475580a7c4948ba8f13114a60fa30","Marriott  - winnipeg","0","1","2023-07-30 11:45:27.81","2023-07-30 11:00:00","109"
"510094-ec90cc0bb1e749758df45b58b00e5889","Radisson  - los angeles","9","1","2023-01-14 10:02:03.48","2023-01-23 11:00:00","131"
"510104-ab6a9ed6849a4a64a68e1acb969021ed","Best Western - philadelphia","2","1","2023-07-07 10:48:22.95","2023-07-09 11:00:00","122"
"510104-d2ee549c33134865b86ee7c42c8341fc","Starwood  - las vegas","2","1","2023-01-29 18:31:36.075","2023-02-01 11:00:00","147"
"510108-46a59334eeb5496b92e84ff1c8fb1260","Marriott  - toronto","7","1","2023-02-02 12:43:24.555","2023-02-10 11:00:00","181"
"510108-e7b4f09ea9b748188803fc01aa07dfa0","Hyatt - chicago","11","1","2023-01-11 17:50:25.845","2023-01-23 11:00:00","64"
"510112-7af3b9b550d444d9bb9e35f73615bdb4","Wyndham - montreal","20","1","2023-01-16 18:49:50.43","2023-02-06 11:00:00","79"
"510114-24eb928f62d5415a83416b665d00aced","Starwood  - toronto","5","1","2023-05-19 14:43:30.045","2023-05-25 11:00:00","191"
"510114-6479b5d9b9544cc4898975dbeb2dba0d","Hyatt - fresno","0","1","2023-05-07 19:38:19.23","2023-05-08 11:00:00","76"
"510114-9f0d10aab3934b8e96da37cb9668750f","Starwood  - el paso","8","1","2023-04-01 12:45:24.885","2023-04-10 11:00:00","239"
"510114-b1e2c471dbd54937924dea947b970bdb","Best Western - san antonio","6","1","2023-02-03 10:39:29.97","2023-02-09 11:00:00","130"
"510114-c3bdc76bb07d4db28bc8f639e657a5bc","InterContinental  - calgary","7","1","2023-03-06 13:12:12.195","2023-03-14 11:00:00","132"
"510134-078127b930e543048dd0b4e546dc4df6","Aman Resorts - new york","0","1","2023-01-11 11:02:30.3","2023-01-11 11:00:00","168"
"510134-5fcfa2609eb74af0af248a18f9324425","Radisson  - jacksonville","13","2","2023-07-05 11:00:00","2023-07-18 11:00:00","102"
"510134-68535d2634df46b989c2e6124a9ef794","Accor - new york","9","1","2023-02-19 09:02:30.3","2023-02-28 11:00:00","134"
"510134-d59753cdf84a42689c2b6651aad0ed2f","NH Hotel  - indianapolis","9","2","2023-01-30 10:17:35.565","2023-02-08 11:00:00","96"
"510134-d82db04617a44e4286f98b689bfad848","Starwood  - charlotte","2","1","2023-03-31 16:03:45.99","2023-04-03 11:00:00","76"
"510134-e771cad8a2034e1f9f8edf3e4dce7b5a","Four Seasons - new york","2","1","2023-01-20 09:02:30.3","2023-01-22 11:00:00","159"
"510155-42d3f5a05bf541f38691f67eacdc11ba","Hyatt - phoenix","4","1","2023-05-24 17:48:26.505","2023-05-29 11:00:00","198"
"510155-656447ba1e574f6b84b80e9b348d2ae0","NH Hotel  - seattle","4","3","2023-02-27 11:00:00","2023-03-03 11:00:00","248"
"510155-bbcdcf936f374d03b4188494d128cf49","Starwood  - charlotte","19","1","2023-01-11 11:00:00","2023-01-30 11:00:00","219"
"510156-3dc63588acda48cb9c1de2918f23bd3b","Starwood  - new york","4","1","2023-06-01 13:51:29.79","2023-06-06 11:00:00","231"
"510156-9b6c3e59f670446197bfc21dab98b036","Aman Resorts - charlotte","1","2","2023-01-14 17:34:31.845","2023-01-16 11:00:00","301"
"510156-ba98b28180d74a0f9d2d6149acde1e12","Accor - los angeles","5","1","2023-02-18 11:00:00","2023-02-23 11:00:00","110"
"510156-c3e1aef4628848838aae7787330971c1","Accor - san antonio","3","1","2023-03-18 18:34:58.35","2023-03-22 11:00:00","135"
"510156-d165de4c1bef43888b4da3b322e948d8","Conrad  - new york","10","1","2023-04-07 13:51:29.79","2023-04-18 11:00:00","183"
"510163-21207274b60b41fe9a1afb6d91fccfe3","Aman Resorts - san diego","1","1","2023-03-26 15:33:05.265","2023-03-28 11:00:00","137"
"510163-53bfe3672e4b499c8202d4204282ee0c","Shangri-La - toronto","15","1","2023-04-19 12:54:23.22","2023-05-05 11:00:00","184"
"510163-7f94e4c1843e4fff97165b9f93134010","Conrad  - new york","4","1","2023-02-15 18:29:29.535","2023-02-20 11:00:00","375"
"510163-cd0a5a55bad14432b1a9dd7c8e2a25f8","Rosewood - seattle","13","1","2023-01-12 11:00:00","2023-01-25 11:00:00","107"
"510164-7de8187d0869416798f14e58a3615feb","Hyatt - los angeles","4","1","2023-01-09 14:56:18.375","2023-01-14 11:00:00","151"
"510164-d488c7cf68da4ec5b2a98d019ab52456","Crowne Plaza - toronto","9","1","2023-07-01 09:35:00.33","2023-07-10 11:00:00","117"
"510170-66d3aa82c2de482ab73d1ab8a5ea440d","Shangri-La - indianapolis","9","1","2023-01-27 10:20:12.48","2023-02-05 11:00:00","63"
"510170-9fb74be438c54009bde5cf39b18bc550","Marriott  - calgary","3","1","2023-02-23 15:35:53.385","2023-02-27 11:00:00","154"
"510170-d468035d84a1484888365c912e4b994e","Hyatt - new york","1","2","2023-01-12 16:40:43.05","2023-01-14 11:00:00","317"
"510172-8df9081118cc44809dbc73474375349d","Crowne Plaza - tucson","0","1","2023-01-23 20:42:36.81","2023-01-24 11:00:00","307"
"510172-cd38ce8bdfb04ab38ff609ef0c833326","Starwood  - vancouver","5","1","2023-02-13 20:29:03.93","2023-02-19 11:00:00","102"
"510172-f6f437c9aeff46bca634b2600cf42507","Choice Hotels - charlotte","2","1","2023-07-22 17:02:49.965","2023-07-25 11:00:00","232"
"510179-50c224ac6c7640aca3db8e11624a487b","Extended Stay  - phoenix","2","3","2023-01-19 13:00:14.13","2023-01-22 11:00:00","56"
"510179-65b1f04799134318a5e40358d4205390","Wyndham - chicago","2","1","2023-02-05 12:29:35.025","2023-02-08 11:00:00","203"
"510179-b92cd92408254d2ca1c5dc4cfe4e1fe1","Hyatt - montreal","4","1","2023-07-08 19:33:41.31","2023-07-13 11:00:00","343"
"510179-c43881edae544a4181c1b0fc61ecf7a1","Conrad  - houston","3","1","2023-01-07 11:00:00","2023-01-10 11:00:00","201"
"510185-43a2877668084df48af29b98de010975","Accor - toronto","10","1","2023-01-30 11:38:40.11","2023-02-09 11:00:00","179"
"510185-639c673f5a2546f1bbeed3b3e3b46548","Choice Hotels - new york","1","1","2023-03-19 11:52:12.585","2023-03-20 11:00:00","78"
"510185-a65d3c10044a4b2988a11454bb83f232","Four Seasons - calgary","2","1","2023-01-15 14:33:39.24","2023-01-18 11:00:00","66"
"510185-dbc87badddec41a4b897b95e901ca9ec","Radisson  - winnipeg","7","2","2023-04-10 11:00:00","2023-04-17 11:00:00","390"
"510188-181cfbcba6bc4cd19e9b18585d9e7568","Shangri-La - auckland","14","1","2023-12-14 07:34:50.925","2023-12-28 11:00:00","111"
"510188-7324773c877d4342852b3a43ebc8ec00","Extended Stay  - memphis","8","1","2023-04-06 11:00:00","2023-04-14 11:00:00","405"
"510188-bbb09b6ede8649748c82f4f39dbe2fa1","Accor - new york","2","1","2023-02-18 11:00:00","2023-02-20 11:00:00","266"
"510188-cd4f321369b345ddbe0c74d50d0407be","Accor - chicago","1","1","2023-01-31 13:05:07.89","2023-02-02 11:00:00","334"
"510188-d1931f3fd12943088e459b195e1614e5","Four Seasons - new york","1","1","2023-03-26 16:11:18.825","2023-03-28 11:00:00","76"
"510195-23f28f3a7364419098c21f6e2a741ae3","Starwood  - indianapolis","8","1","2023-05-20 11:00:00","2023-05-28 11:00:00","76"
"510195-461c2fd932874e6e862dcd42aa8f3fb9","Banyan Tree  - san diego","2","1","2023-01-24 11:37:10.065","2023-01-26 11:00:00","97"
"510195-7d01fa60f2674456aa0e964451202c27","Marriott  - nashville","4","1","2023-06-30 10:19:15.33","2023-07-04 11:00:00","666"
"510195-c9e60a1b31dd438ea631b5925950f111","Accor - toronto","6","1","2023-03-01 16:36:43.605","2023-03-08 11:00:00","97"
"510198-74464b50ee984494b39460eef1e03bb2","NH Hotel  - fresno","4","1","2023-01-09 13:57:17.775","2023-01-14 11:00:00","188"
"510198-9d097d9060414398b1c817ede456d7b1","Fairmont - columbus","1","1","2023-03-06 15:58:09.975","2023-03-08 11:00:00","108"
"510198-e5a3426a0a4e4917b59b012376e2a024","Marriott  - winnipeg","2","1","2023-01-29 11:36:20.07","2023-01-31 11:00:00","376"
"510213-0b94cf4253d24fee803f75ef3e85bffe","Four Seasons - chicago","2","1","2023-02-21 18:53:25.935","2023-02-24 11:00:00","96"
"510213-4f75fda54d8b42429d2991babe752435","Radisson  - winnipeg","3","1","2023-03-13 11:00:00","2023-03-16 11:00:00","286"
"510213-7a0f740968a049bd872f1168cef3ec30","Marriott  - ottawa","3","1","2023-04-05 10:26:18.015","2023-04-08 11:00:00","136"
"510213-94da05fd4e104a5fb4304a5d7bf6c153","Extended Stay  - new york","1","1","2023-01-12 17:42:43.83","2023-01-14 11:00:00","317"
"510215-10e47d26ee654a40ac041a46a4473e87","Extended Stay  - hamilton","8","1","2023-07-21 10:57:45.855","2023-07-29 11:00:00","93"
"510215-10e9d260cb74492d8ab74456f2250df5","InterContinental  - nashville","5","1","2023-01-11 11:00:00","2023-01-16 11:00:00","93"
"510215-46a16f6d2ceb409cb1bb47c3f7079220","Fairmont - chicago","14","1","2023-02-09 11:00:00","2023-02-23 11:00:00","72"
"510219-6012f4ced30444749580e62c1d4b9e7d","Choice Hotels - houston","2","1","2023-06-25 20:12:38.835","2023-06-28 11:00:00","129"
"510219-6fb9d640ae0847c5a08e833c260b51ce","Fairmont - detroit","6","1","2023-01-16 10:01:10.83","2023-01-22 11:00:00","145"
"510227-39164099cc504e729c5eecad3c3ef73d","Accor - san jose","3","1","2023-03-23 20:53:39.705","2023-03-27 11:00:00","38"
"510227-aeaece0d86074c91b2ac6c950222ade4","Wyndham - indianapolis","1","1","2023-01-22 12:09:31.59","2023-01-24 11:00:00","232"
"510238-0308894623b0476da9f6fe393768aa04","Wyndham - oklahoma city","0","1","2023-05-17 20:41:32.01","2023-05-18 11:00:00","109"
"510238-768aa782186646d98e1f0e00d20ee422","Shangri-La - seattle","1","2","2023-01-09 16:50:19.275","2023-01-11 11:00:00","728"
"510238-9d5ea2a57221401a9d9d959938bed632","InterContinental  - los angeles","2","1","2023-02-23 22:57:24.3","2023-02-26 11:00:00","231"
"510239-93fa9558f3094022b9f1f3499e9cd6cc","NH Hotel  - san diego","4","1","2023-03-01 10:09:20.16","2023-03-05 11:00:00","489"
"510239-c78b7036ff9545c3a7dbbf7e5c58944b","Marriott  - tucson","8","1","2023-01-11 11:00:00","2023-01-19 11:00:00","279"
"510243-35631411e1e7430582de12de0f2a18e1","Four Seasons - montreal","4","1","2023-02-01 10:03:19.305","2023-02-05 11:00:00","214"
"510243-e01cd4c12669437291a55e3fd101c3ee","Accor - montreal","1","1","2023-05-17 10:03:19.305","2023-05-18 11:00:00","109"
"510257-c48900dc018842f896e72cec45285e2a","Banyan Tree  - toronto","0","2","2023-05-22 20:54:23.22","2023-05-23 11:00:00","39"
"510315-27c17eb234164c2ba5a37e4e74028cfb","Best Western - new york","1","1","2023-02-13 09:34:54.93","2023-02-14 11:00:00","231"
"510316-a224b2834d7b4eeb8a0d85264e49af5b","Banyan Tree  - fort worth","17","1","2023-07-20 11:00:00","2023-08-06 11:00:00","121"
"510326-257d58947fab4f9bad8fe72bbdc1447e","Radisson  - montreal","0","3","2023-03-09 17:15:45.585","2023-03-10 11:00:00","303"
"510326-66778adc832d498a94fb5a0e81596817","Banyan Tree  - vancouver","9","1","2023-07-26 15:44:01.59","2023-08-05 11:00:00","283"
"510326-becdb179036143b9860f815120f74673","Fairmont - new york","2","1","2023-02-22 10:53:14.145","2023-02-24 11:00:00","190"
"510326-c2c4048f842e43fabc0ae9a1d3ed6812","Conrad  - philadelphia","0","1","2023-04-13 15:02:11.4","2023-04-14 11:00:00","100"
"510326-d0bc34ca8fde4d4d9e931ca84f233641","Starwood  - san antonio","4","1","2023-05-26 12:45:35.865","2023-05-31 11:00:00","87"
"510326-f5131deb679e4b8bb50b2778a7ed217b","Banyan Tree  - new york","4","1","2023-01-12 10:53:14.145","2023-01-16 11:00:00","185"
"510328-07ec0e03d10446b793daf909edd19666","Aman Resorts - boston","0","1","2023-02-05 18:13:53.22","2023-02-06 11:00:00","77"
"510328-1f2474a3d3a34501b29b471beccf98b7","Four Seasons - quebec","0","1","2023-01-22 17:17:55.095","2023-01-23 11:00:00","290"
"510328-d457c07fa906445d89259024faaf33c6","Choice Hotels - phoenix","3","1","2023-04-06 21:25:31.665","2023-04-10 11:00:00","226"
"510328-e3d606b5787f443f9f03758e340f6baf","Shangri-La - new york","4","1","2023-01-10 10:59:27.555","2023-01-14 11:00:00","52"
"510343-0de698be571d474fb912a35369e6b080","Best Western - los angeles","2","1","2023-07-13 11:22:57.855","2023-07-15 11:00:00","60"
"510343-384c1420c5df44cf989278c47e82c23c","InterContinental  - new york","1","2","2023-01-13 14:41:57.12","2023-01-15 11:00:00","147"
"510343-4670e6cf57c740ef8052b3924436d65b","Banyan Tree  - san francisco","3","1","2023-04-13 19:46:36.93","2023-04-17 11:00:00","67"
"510343-8ecf6cfbc7e945988b9012e86e5d3c99","Wyndham - san antonio","4","1","2023-02-12 09:49:08.13","2023-02-16 11:00:00","433"
"510343-8f6a5c351bc44b5985da370ceb75b1e1","Accor - fort worth","1","1","2023-03-31 12:21:31.275","2023-04-02 11:00:00","74"
"510356-05551d876a9f48c4aacc5576777f5810","Hyatt - los angeles","7","1","2023-02-05 11:24:52.965","2023-02-12 11:00:00","141"
"510356-8f63f948034949c4a21913eb2ece5710","Rosewood - san francisco","0","1","2023-01-14 19:44:14.1","2023-01-15 11:00:00","114"
"510365-5c82ea2fc199419a968f00118d5bb517","Marriott  - memphis","0","1","2023-02-06 12:17:19.68","2023-02-07 11:00:00","339"
"510365-c6ffc42ba8db4cba90c50d17165bb1a9","Aman Resorts - los angeles","2","1","2023-02-17 22:14:28.815","2023-02-20 11:00:00","197"
"510365-ce179cca230a4e53a41c05cda3581a6f","Banyan Tree  - los angeles","3","1","2023-03-09 14:14:28.815","2023-03-13 11:00:00","76"
"510365-edd2f605ca324ff78cbe5cc1236b6ea7","Choice Hotels - toronto","12","3","2023-01-09 16:52:24.6","2023-01-22 11:00:00","168"
